Company Name,Sector,Market Share (%),Stock Price ($),Revenue (M$),Profit Margin (%),VC Funding (M$),Mergers & Acquisitions,Growth Rate (%)
AI Ventures,Cybersecurity,23.68,418.88,19457.75,12.44,116.46,7,1.81
CloudX,E-Commerce,25.08,272.7,22186.45,18.01,54.91,1,6.58
CloudX,E-Commerce,16.0,992.1,23464.74,-6.95,338.28,2,8.7
AI Ventures,FinTech,36.51,558.38,2927.13,19.26,227.47,10,12.78
QuantumLeap,Artificial Intelligence,10.51,1096.52,14281.22,19.2,202.94,6,4.17
CloudX,E-Commerce,30.29,1363.41,24040.67,28.35,422.16,2,9.89
CloudX,Artificial Intelligence,27.88,478.99,19909.07,5.66,316.55,7,17.36
AI Ventures,FinTech,38.81,1151.41,31690.93,18.42,224.03,7,10.86
CloudX,FinTech,8.49,59.43,15174.41,17.55,85.1,4,13.84
InnoSoft,E-Commerce,2.09,1197.49,582.19,19.53,343.44,3,10.77
CloudX,FinTech,4.49,574.51,5855.53,-7.74,2.28,1,1.4
CloudX,Artificial Intelligence,3.34,1445.01,42690.95,19.53,156.88,9,4.05
InnoSoft,Artificial Intelligence,13.87,1411.34,43129.36,22.45,132.34,6,19.25
InnoSoft,Cloud Computing,21.88,1382.19,22238.94,24.62,251.27,10,4.57
CloudX,FinTech,20.44,195.44,5444.69,19.47,33.22,3,19.08
EcomNext,E-Commerce,1.52,970.58,13940.67,-9.89,150.22,4,18.08
AI Ventures,FinTech,5.58,1169.48,38544.09,18.84,352.16,9,2.27
QuantumLeap,Artificial Intelligence,23.81,370.95,7386.89,29.42,97.31,5,11.64
CloudX,Cybersecurity,9.89,802.55,33486.08,21.57,370.02,2,17.72
QuantumLeap,E-Commerce,32.74,99.21,29287.12,11.02,404.01,10,10.37
EcomNext,Artificial Intelligence,19.77,254.51,48153.15,24.93,170.32,3,1.49
InnoSoft,Cloud Computing,18.95,62.07,44910.96,12.83,262.42,4,2.88
CloudX,FinTech,25.32,1097.46,8247.58,-3.16,407.35,4,8.88
CloudX,Cloud Computing,18.16,678.68,21008.34,-1.19,124.19,7,11.36
EcomNext,E-Commerce,7.06,289.43,44685.07,5.08,132.88,8,9.22
QuantumLeap,Artificial Intelligence,4.74,246.8,7701.96,-3.06,341.67,9,1.72
TechCorp,Artificial Intelligence,30.81,641.5,1050.23,12.77,70.91,10,13.62
QuantumLeap,Cloud Computing,30.84,555.96,19782.93,-3.0,211.11,1,8.79
QuantumLeap,Cybersecurity,11.7,1083.81,15898.39,25.25,304.07,6,18.02
AI Ventures,FinTech,29.7,695.32,16652.02,11.44,200.44,7,3.96
TechCorp,Cloud Computing,28.29,736.32,28571.04,13.26,479.34,6,14.53
TechCorp,Artificial Intelligence,21.9,1450.85,3576.37,-0.54,472.29,5,13.95
TechCorp,E-Commerce,8.73,1148.46,10722.39,28.72,238.62,0,13.91
QuantumLeap,FinTech,28.89,602.7,4355.39,28.17,183.55,10,11.69
TechCorp,Cybersecurity,33.46,1061.93,40733.77,21.26,86.37,7,11.25
QuantumLeap,Artificial Intelligence,20.89,264.44,12821.96,15.49,478.36,10,13.59
AI Ventures,E-Commerce,3.43,871.57,34677.79,-7.35,324.67,4,3.62
AI Ventures,Cybersecurity,25.59,1464.92,5134.05,10.86,244.22,2,3.54
AI Ventures,Cybersecurity,7.77,970.26,37346.48,26.05,241.04,0,11.48
InnoSoft,Cloud Computing,39.94,1073.15,17444.92,27.45,30.47,3,13.21
TechCorp,Artificial Intelligence,3.91,801.52,26053.74,27.03,307.81,6,16.05
CloudX,E-Commerce,33.72,529.96,24996.45,17.53,282.6,4,6.6
EcomNext,E-Commerce,9.43,187.41,32401.82,25.04,436.22,1,16.44
CloudX,E-Commerce,10.84,1178.42,19089.92,9.31,380.0,1,15.0
QuantumLeap,FinTech,5.47,883.03,9286.21,-9.01,68.5,9,9.85
EcomNext,Cloud Computing,23.24,947.69,6867.98,28.21,396.31,6,6.7
EcomNext,Cybersecurity,22.78,504.24,32992.98,6.0,378.74,2,16.22
CloudX,E-Commerce,37.51,428.55,25894.68,-0.38,349.22,10,1.56
TechCorp,E-Commerce,23.21,819.55,27477.99,5.81,205.13,1,2.06
EcomNext,E-Commerce,35.4,339.58,1451.18,27.23,372.48,4,4.83
InnoSoft,Cloud Computing,1.03,466.13,23034.55,15.23,377.38,4,16.74
QuantumLeap,E-Commerce,25.6,122.15,26207.13,12.55,76.93,7,14.11
AI Ventures,Cloud Computing,34.7,1059.56,1912.04,-3.44,267.35,1,10.78
QuantumLeap,E-Commerce,35.36,283.61,39877.52,-1.29,85.53,3,2.68
QuantumLeap,Cloud Computing,29.74,192.04,2993.4,22.79,329.44,7,16.22
InnoSoft,Cloud Computing,24.33,697.57,21990.21,10.89,42.35,2,2.78
CloudX,FinTech,9.67,768.49,16528.97,7.22,211.11,9,14.91
AI Ventures,E-Commerce,36.47,932.91,776.7,21.36,459.7,4,6.87
AI Ventures,Cloud Computing,8.4,1468.63,7448.6,21.95,44.91,4,1.22
TechCorp,Cybersecurity,38.33,1216.44,15227.18,21.52,293.86,2,5.04
CloudX,Cloud Computing,7.58,516.43,13733.94,-7.25,332.72,8,19.77
InnoSoft,Artificial Intelligence,5.96,1177.1,33469.0,26.71,389.23,3,11.43
CloudX,Cybersecurity,18.21,194.56,35722.42,10.57,201.39,9,7.32
EcomNext,FinTech,9.04,850.27,20488.03,-9.99,326.23,3,13.98
EcomNext,Artificial Intelligence,13.6,1274.45,13944.18,-9.72,94.4,8,15.0
QuantumLeap,Cybersecurity,36.97,1081.67,1152.15,1.21,188.33,5,12.63
QuantumLeap,E-Commerce,2.49,1282.87,42137.44,22.26,299.91,6,15.5
QuantumLeap,Cybersecurity,37.94,1284.06,44348.68,19.72,428.85,0,4.76
QuantumLeap,Cybersecurity,24.21,870.67,27348.07,13.59,404.47,6,14.43
QuantumLeap,Artificial Intelligence,21.77,301.79,22876.42,12.25,190.99,5,16.48
CloudX,Artificial Intelligence,16.78,55.28,46517.18,-9.6,58.78,5,1.18
AI Ventures,E-Commerce,35.13,1495.6,32820.38,16.49,493.44,0,10.5
CloudX,FinTech,37.98,219.44,5502.05,-4.25,198.73,0,1.78
QuantumLeap,Artificial Intelligence,28.76,727.22,17887.39,12.08,125.96,5,17.74
CloudX,FinTech,14.82,1290.15,31678.0,3.37,352.93,9,6.0
QuantumLeap,Artificial Intelligence,9.49,701.42,4487.68,20.6,373.1,4,15.86
CloudX,Artificial Intelligence,18.07,1388.99,11821.47,18.89,170.33,7,1.63
TechCorp,FinTech,31.36,1234.98,15663.14,-6.25,271.17,7,6.62
QuantumLeap,E-Commerce,5.56,163.72,12251.39,-3.57,309.0,8,9.35
QuantumLeap,Cybersecurity,24.84,1032.01,32112.04,-2.77,46.64,9,19.36
InnoSoft,Artificial Intelligence,21.15,622.97,12011.43,13.86,12.8,6,7.74
InnoSoft,Cybersecurity,7.15,100.65,42207.64,-2.71,311.31,6,13.89
QuantumLeap,E-Commerce,30.15,1323.25,9130.5,26.78,381.87,3,6.77
QuantumLeap,Artificial Intelligence,38.46,1270.32,2587.63,23.35,333.06,4,8.94
TechCorp,Cloud Computing,19.84,1418.68,25323.81,26.09,484.85,7,11.71
QuantumLeap,Artificial Intelligence,25.71,1496.03,14137.93,9.64,204.95,8,2.5
QuantumLeap,Cloud Computing,4.07,109.12,27676.97,1.81,355.19,8,11.6
TechCorp,Cloud Computing,6.31,1348.97,3942.67,20.15,365.26,4,10.18
AI Ventures,Artificial Intelligence,13.05,488.98,41530.06,25.18,57.72,4,5.03
EcomNext,FinTech,20.65,1484.59,3001.68,23.34,377.92,8,6.18
CloudX,Artificial Intelligence,25.93,388.3,15164.71,-7.08,50.17,6,16.64
InnoSoft,Artificial Intelligence,24.99,605.55,34443.32,11.45,388.63,9,19.58
EcomNext,Cloud Computing,39.92,130.24,32312.86,-2.79,316.92,1,12.79
TechCorp,FinTech,3.7,1318.63,35021.55,11.44,339.56,8,11.61
AI Ventures,E-Commerce,34.32,423.19,27253.0,-3.67,150.09,9,19.69
EcomNext,FinTech,34.54,1257.36,44415.76,-8.59,192.14,1,13.29
AI Ventures,FinTech,3.78,95.71,22554.59,10.31,179.4,0,14.03
AI Ventures,Cybersecurity,37.26,1012.98,23299.03,-9.82,86.41,3,8.47
QuantumLeap,FinTech,19.27,640.46,39361.6,13.56,406.64,3,19.17
AI Ventures,Cybersecurity,32.67,589.08,29349.71,24.43,236.83,4,16.45
CloudX,E-Commerce,20.45,339.42,12210.63,0.47,95.94,5,13.26
QuantumLeap,FinTech,2.82,1149.08,26918.59,-5.53,282.08,2,10.5
InnoSoft,E-Commerce,24.18,317.58,31345.2,6.32,492.71,6,2.99
EcomNext,Cybersecurity,9.57,228.92,39035.18,9.29,191.61,5,14.9
TechCorp,E-Commerce,36.19,743.76,26486.83,4.72,353.32,1,8.99
QuantumLeap,FinTech,1.64,119.4,38157.88,23.3,75.7,5,14.56
QuantumLeap,FinTech,17.28,567.24,13875.16,-0.87,214.87,1,4.63
TechCorp,Cybersecurity,28.71,1235.38,4433.36,-6.52,22.5,7,16.74
TechCorp,Artificial Intelligence,38.43,926.08,12758.4,27.71,283.39,6,7.61
QuantumLeap,Cybersecurity,16.84,110.77,6397.24,0.78,304.93,1,16.37
QuantumLeap,E-Commerce,1.87,663.54,35584.99,14.38,390.25,2,10.39
QuantumLeap,Cybersecurity,32.22,1011.49,34558.74,26.18,296.54,9,17.24
TechCorp,Cybersecurity,35.22,473.15,5828.61,7.79,166.39,6,14.35
AI Ventures,E-Commerce,29.2,732.56,12506.15,-2.27,237.56,8,7.43
TechCorp,Cloud Computing,16.14,99.39,6325.6,12.3,243.8,7,3.09
EcomNext,Artificial Intelligence,35.44,1097.31,11698.77,16.34,481.31,5,10.65
AI Ventures,Artificial Intelligence,18.32,1264.42,29973.82,6.51,357.65,6,17.62
InnoSoft,Artificial Intelligence,9.73,942.63,930.31,21.06,180.58,5,4.97
AI Ventures,FinTech,21.54,1055.74,3323.66,18.85,101.43,6,7.79
AI Ventures,Cloud Computing,9.58,886.25,435.53,22.89,420.48,9,2.05
TechCorp,E-Commerce,39.1,389.0,18977.65,2.5,83.41,9,4.26
AI Ventures,Artificial Intelligence,21.52,947.91,22127.89,5.23,408.55,3,9.47
QuantumLeap,Artificial Intelligence,30.48,289.09,6739.56,4.44,408.47,1,1.03
CloudX,FinTech,35.33,1278.05,4660.08,28.45,214.17,8,4.33
TechCorp,Cloud Computing,3.45,138.9,36320.71,24.8,73.46,1,9.41
TechCorp,Cybersecurity,35.06,530.14,40520.59,14.79,37.58,8,16.75
QuantumLeap,E-Commerce,19.62,52.01,13721.97,12.07,142.6,9,13.06
AI Ventures,Cloud Computing,13.96,739.85,540.08,5.71,73.67,4,15.72
AI Ventures,E-Commerce,23.5,1257.32,15079.65,-2.68,436.37,10,11.75
TechCorp,Cybersecurity,34.44,636.19,3554.3,7.82,420.62,2,10.81
TechCorp,E-Commerce,27.59,1481.87,19211.34,7.39,106.12,4,18.03
TechCorp,FinTech,7.97,1292.93,9966.54,26.14,86.59,3,12.75
InnoSoft,Cybersecurity,33.74,517.58,9312.61,16.62,143.52,5,10.04
EcomNext,Artificial Intelligence,8.72,319.59,25432.61,-2.76,396.73,1,1.27
TechCorp,E-Commerce,39.15,375.07,15665.02,16.9,103.22,4,4.07
CloudX,E-Commerce,10.2,1132.06,39146.16,16.38,102.11,4,2.15
AI Ventures,Cloud Computing,4.9,1099.14,38225.77,9.0,349.51,10,16.46
TechCorp,E-Commerce,32.57,69.4,25028.75,9.11,273.99,10,5.7
InnoSoft,Cloud Computing,35.23,1044.25,2363.82,4.54,111.71,1,15.27
CloudX,Artificial Intelligence,38.02,1053.69,48771.98,2.98,181.93,2,13.17
QuantumLeap,Cloud Computing,27.62,1478.45,33905.78,20.7,488.07,5,15.86
QuantumLeap,E-Commerce,23.17,737.0,10341.79,15.82,131.07,3,19.61
TechCorp,Cybersecurity,20.75,666.57,8146.04,21.01,53.04,2,8.04
CloudX,Artificial Intelligence,12.55,1325.11,33798.97,6.99,177.01,4,18.48
EcomNext,Cloud Computing,3.88,547.95,10848.02,13.74,119.75,10,4.81
InnoSoft,Artificial Intelligence,22.39,1390.59,24892.37,19.52,452.81,4,18.38
InnoSoft,Cybersecurity,37.17,1038.81,37340.81,26.49,151.64,3,19.95
AI Ventures,Cybersecurity,29.55,1166.62,39564.93,11.63,299.36,1,18.77
TechCorp,Cloud Computing,6.79,505.4,25329.04,-0.12,69.48,6,4.61
EcomNext,Artificial Intelligence,6.09,1018.41,25699.71,10.4,9.65,4,16.59
CloudX,Artificial Intelligence,23.69,1045.85,3005.71,2.81,10.95,6,6.7
TechCorp,Cloud Computing,18.02,1093.08,8996.0,20.7,98.76,1,10.54
AI Ventures,E-Commerce,13.33,755.36,45766.16,18.79,124.12,6,13.65
AI Ventures,E-Commerce,31.86,517.3,21331.97,9.67,332.97,9,9.04
CloudX,E-Commerce,23.89,331.64,32410.05,6.8,251.3,2,5.9
TechCorp,Cybersecurity,2.79,429.86,21330.99,-5.94,447.74,9,18.02
QuantumLeap,Cybersecurity,28.25,1225.52,12879.17,20.81,495.35,7,8.66
TechCorp,Cloud Computing,9.52,1474.65,6463.36,5.43,90.06,2,18.66
EcomNext,Cloud Computing,30.16,1494.63,16086.74,11.55,406.79,7,5.04
InnoSoft,Artificial Intelligence,30.02,116.24,16513.9,17.99,392.94,3,19.2
QuantumLeap,Cybersecurity,30.3,1194.11,11432.99,26.18,255.21,6,3.84
TechCorp,Cybersecurity,6.38,1265.1,19351.47,3.84,63.74,5,10.41
TechCorp,Cloud Computing,20.28,587.79,32148.66,13.57,304.64,7,11.7
CloudX,Artificial Intelligence,24.89,1204.47,14318.2,-7.75,87.13,9,10.19
QuantumLeap,E-Commerce,4.07,1211.77,43798.3,25.28,99.7,6,17.17
EcomNext,FinTech,29.56,1486.14,33427.4,-3.87,26.09,6,3.63
CloudX,E-Commerce,1.14,132.4,32458.28,-8.17,271.93,6,13.97
EcomNext,Cybersecurity,26.09,1042.55,11910.69,-0.65,71.89,5,3.73
TechCorp,FinTech,38.82,1124.42,1317.04,8.24,335.24,8,8.99
TechCorp,Cybersecurity,11.61,1322.27,44775.03,20.47,264.24,3,4.55
InnoSoft,Cybersecurity,25.46,539.48,45602.77,-4.82,484.44,0,6.99
QuantumLeap,FinTech,18.69,734.57,2699.99,29.36,363.41,3,6.23
QuantumLeap,Cybersecurity,23.96,778.79,5854.24,24.61,474.88,5,3.82
EcomNext,Cybersecurity,35.88,307.44,37953.58,29.8,379.97,1,18.1
InnoSoft,E-Commerce,30.39,1469.93,3332.33,13.53,458.43,10,13.99
AI Ventures,FinTech,18.93,1267.07,19705.94,-1.21,426.58,6,3.1
InnoSoft,Artificial Intelligence,22.05,489.92,27808.72,28.17,34.66,5,9.46
TechCorp,FinTech,4.52,1029.96,42852.91,20.19,468.48,1,2.04
CloudX,Artificial Intelligence,1.82,1041.1,47609.04,16.21,373.17,6,17.98
EcomNext,Cybersecurity,5.41,199.13,41607.23,-9.25,386.08,9,2.72
EcomNext,Cloud Computing,5.92,388.28,28419.69,17.42,202.31,5,8.3
EcomNext,E-Commerce,2.49,1086.8,603.47,14.16,102.63,5,3.14
CloudX,FinTech,15.62,1040.26,13545.34,20.77,492.82,1,10.28
InnoSoft,Cybersecurity,22.49,1038.98,15122.16,-0.33,228.02,9,9.64
EcomNext,Artificial Intelligence,37.83,1190.86,29208.65,5.5,272.89,3,8.26
InnoSoft,FinTech,25.4,884.39,41007.93,7.47,96.35,0,1.47
QuantumLeap,Cloud Computing,30.03,717.59,40531.46,12.11,447.53,6,2.01
InnoSoft,FinTech,33.64,1404.75,19595.97,25.28,324.61,9,6.39
InnoSoft,FinTech,3.86,668.23,27937.65,24.23,374.02,1,4.84
AI Ventures,FinTech,9.26,1338.62,15494.94,-6.99,9.11,9,8.56
QuantumLeap,E-Commerce,35.23,190.64,3775.99,23.1,382.5,4,9.93
TechCorp,Artificial Intelligence,25.61,938.36,29424.66,-8.66,276.45,2,11.31
QuantumLeap,E-Commerce,5.07,1400.43,13802.14,8.8,18.89,5,3.91
AI Ventures,FinTech,21.12,555.17,6148.97,2.12,139.07,1,15.72
InnoSoft,Cloud Computing,20.77,343.36,33514.38,0.08,403.99,2,19.79
QuantumLeap,Cloud Computing,38.94,367.54,47136.72,7.78,92.44,0,9.02
EcomNext,FinTech,14.78,1037.63,20230.03,-1.2,339.08,10,6.1
InnoSoft,Cybersecurity,5.95,248.4,17247.93,16.95,275.92,10,11.37
CloudX,Artificial Intelligence,14.63,1485.38,24522.18,-6.16,129.47,0,13.88
QuantumLeap,E-Commerce,20.79,361.65,24264.82,12.87,137.35,7,5.48
TechCorp,Cloud Computing,21.81,857.43,41278.55,-0.72,209.02,6,3.72
EcomNext,Artificial Intelligence,8.95,1057.36,18796.96,17.69,327.47,6,9.98
AI Ventures,Artificial Intelligence,37.38,1093.31,43368.65,22.69,148.05,9,1.55
TechCorp,Cloud Computing,7.52,700.33,35933.48,-8.74,407.83,9,12.24
CloudX,Artificial Intelligence,3.5,1391.31,29842.69,6.78,426.81,6,1.16
TechCorp,Cybersecurity,16.06,600.32,7018.55,4.92,316.18,7,7.51
CloudX,FinTech,38.11,1026.48,16638.63,10.11,73.71,9,7.32
EcomNext,Artificial Intelligence,4.35,220.19,39890.38,0.91,62.71,6,13.54
TechCorp,Artificial Intelligence,6.76,608.81,27399.63,9.84,271.95,5,16.02
InnoSoft,FinTech,16.88,409.6,5667.83,29.52,56.98,6,18.79
AI Ventures,FinTech,15.21,1159.05,5850.41,19.96,62.41,4,10.2
CloudX,FinTech,11.6,846.1,21502.08,-1.69,142.95,9,4.98
QuantumLeap,E-Commerce,8.33,490.94,17020.9,-7.27,122.45,0,16.4
EcomNext,E-Commerce,16.57,1110.68,48651.44,5.84,66.19,1,16.79
EcomNext,Artificial Intelligence,21.62,1128.61,18778.75,24.26,294.48,5,1.0
EcomNext,Cybersecurity,34.08,1365.81,6262.0,-8.07,24.74,10,10.02
CloudX,Cloud Computing,20.98,459.25,22493.28,23.54,233.32,3,10.54
AI Ventures,FinTech,9.16,128.42,7838.01,2.16,485.01,0,12.25
InnoSoft,Cloud Computing,3.48,239.83,23208.22,4.55,316.02,3,6.35
TechCorp,Cybersecurity,36.0,587.98,40908.1,0.08,493.47,5,15.58
InnoSoft,Cloud Computing,19.27,396.66,13025.04,-9.92,58.57,2,11.06
TechCorp,E-Commerce,16.12,847.76,14438.19,-6.55,225.17,6,19.49
CloudX,FinTech,13.95,599.46,35103.5,9.14,172.25,8,1.69
EcomNext,Cybersecurity,19.16,741.89,46653.71,-8.31,431.15,5,16.37
TechCorp,E-Commerce,37.45,605.33,11745.24,22.76,417.08,10,18.84
AI Ventures,Cybersecurity,17.35,174.37,36461.75,25.11,388.15,9,1.38
AI Ventures,Cybersecurity,27.17,1313.88,18298.17,-8.49,364.43,8,6.76
AI Ventures,FinTech,22.18,675.58,45799.14,-6.52,221.5,0,14.2
InnoSoft,Cloud Computing,6.69,820.79,38342.41,9.45,109.47,9,12.8
CloudX,Cybersecurity,4.71,1465.87,45980.34,-6.17,308.78,8,5.31
EcomNext,E-Commerce,13.05,302.49,47896.9,7.53,177.59,4,18.62
InnoSoft,Artificial Intelligence,15.75,659.41,42973.94,12.24,39.54,9,9.99
InnoSoft,Cybersecurity,16.97,273.9,43962.23,20.4,357.13,7,10.0
TechCorp,Cybersecurity,16.94,1065.53,1310.91,-6.32,432.59,3,13.9
CloudX,Artificial Intelligence,31.38,1261.45,12402.38,-3.36,289.86,10,6.65
EcomNext,Artificial Intelligence,17.06,580.83,18847.74,-7.16,354.84,0,13.38
CloudX,Artificial Intelligence,37.73,140.88,22105.88,28.53,184.26,0,17.72
QuantumLeap,Cybersecurity,9.15,736.61,19112.03,-8.73,445.36,5,17.77
EcomNext,E-Commerce,34.2,389.16,48975.7,21.47,149.87,6,5.63
EcomNext,FinTech,32.42,946.36,47083.8,-5.46,437.78,7,6.59
EcomNext,FinTech,5.07,846.04,13325.34,2.72,22.94,4,1.71
InnoSoft,Artificial Intelligence,21.61,1118.56,20750.89,24.86,401.36,0,17.48
QuantumLeap,Cloud Computing,34.03,1203.26,26116.05,-3.79,443.11,4,15.7
AI Ventures,Cybersecurity,26.55,1478.5,8644.82,2.76,50.14,1,19.88
AI Ventures,Cybersecurity,35.65,1253.4,25737.8,14.82,161.78,1,1.81
EcomNext,FinTech,35.13,68.68,28714.35,22.32,423.62,1,6.72
InnoSoft,E-Commerce,24.92,689.79,37406.17,18.54,170.6,3,15.92
QuantumLeap,Artificial Intelligence,3.77,521.6,557.82,-9.22,458.36,7,13.5
CloudX,Cybersecurity,3.69,1400.32,18395.23,-2.11,397.8,8,5.33
AI Ventures,Cloud Computing,30.56,314.38,45817.85,-1.47,132.0,1,6.24
EcomNext,Cybersecurity,36.09,331.33,5812.86,20.17,88.13,0,2.6
EcomNext,FinTech,24.83,720.33,23811.55,5.62,272.57,7,18.05
AI Ventures,Artificial Intelligence,9.92,105.45,29414.38,-3.68,126.41,9,3.44
InnoSoft,Artificial Intelligence,3.55,633.49,33692.6,22.56,223.3,0,2.79
CloudX,Artificial Intelligence,17.05,725.53,25152.47,-7.5,66.46,9,2.29
EcomNext,FinTech,4.88,410.2,8421.14,11.81,43.0,1,13.54
InnoSoft,Cybersecurity,4.05,858.23,20233.24,20.96,212.13,5,7.8
EcomNext,Artificial Intelligence,19.63,135.75,27950.66,27.86,149.96,8,4.98
EcomNext,Cloud Computing,9.9,386.18,43771.32,6.68,374.15,8,13.71
CloudX,Cybersecurity,31.58,561.23,47364.98,19.22,224.93,7,8.75
TechCorp,Artificial Intelligence,30.3,523.45,5535.08,0.04,393.81,1,7.3
EcomNext,E-Commerce,21.81,78.55,22153.22,-7.2,318.27,6,8.79
AI Ventures,FinTech,39.62,417.62,49739.13,-2.2,288.54,8,17.19
InnoSoft,Artificial Intelligence,30.42,469.78,18881.6,14.45,156.79,9,2.94
TechCorp,FinTech,4.93,1464.39,9415.38,29.63,254.25,4,18.34
InnoSoft,Cloud Computing,17.67,946.47,25842.31,-8.6,131.58,1,13.82
QuantumLeap,Cybersecurity,3.82,710.22,34778.47,0.24,120.27,5,18.84
TechCorp,FinTech,12.73,367.7,36154.12,4.55,272.73,9,14.35
AI Ventures,Artificial Intelligence,39.31,1454.55,13737.28,-7.74,457.91,7,17.61
EcomNext,E-Commerce,26.92,311.44,41466.79,26.81,366.04,8,6.86
InnoSoft,Cloud Computing,36.08,494.98,18762.94,22.13,350.16,1,5.64
CloudX,E-Commerce,34.68,982.35,28212.79,14.47,53.85,8,18.75
EcomNext,FinTech,27.47,496.45,3294.33,-2.88,191.16,2,7.42
QuantumLeap,FinTech,16.67,601.78,31860.26,15.34,65.61,2,13.26
QuantumLeap,Cloud Computing,32.34,487.34,43227.67,17.34,161.14,1,11.47
QuantumLeap,E-Commerce,2.87,425.09,46064.34,-3.59,157.31,8,4.35
InnoSoft,E-Commerce,33.76,1239.74,3719.46,-1.98,26.57,9,8.54
QuantumLeap,Cloud Computing,12.16,991.86,35255.02,28.73,171.3,3,7.15
QuantumLeap,Cloud Computing,9.13,1495.53,5447.36,-5.38,115.61,3,13.55
InnoSoft,Artificial Intelligence,25.91,286.06,26525.19,16.75,39.42,7,19.08
QuantumLeap,FinTech,39.74,738.06,30532.24,22.41,490.42,6,4.71
InnoSoft,FinTech,13.22,1414.03,29712.57,21.55,78.63,6,5.04
AI Ventures,FinTech,6.9,977.78,4440.44,12.77,404.15,3,4.1
EcomNext,Cloud Computing,15.28,110.62,49684.42,21.63,275.74,6,6.3
InnoSoft,E-Commerce,11.94,484.1,44453.48,12.63,258.45,3,15.97
CloudX,Cybersecurity,20.35,198.97,23640.15,14.43,205.13,10,3.37
EcomNext,FinTech,21.06,1195.1,6280.37,1.53,218.87,1,1.59
CloudX,FinTech,18.64,1332.4,9022.28,21.99,290.65,7,10.8
EcomNext,Cybersecurity,8.56,212.7,25274.19,7.08,366.46,2,8.33
TechCorp,Cybersecurity,13.04,949.64,37509.96,5.89,80.84,7,6.32
AI Ventures,FinTech,16.77,1203.3,32261.84,11.85,474.74,2,15.53
InnoSoft,Cybersecurity,20.08,971.96,43953.23,-4.38,282.76,5,11.62
InnoSoft,Cybersecurity,35.39,859.86,37020.5,-9.8,16.53,5,2.87
InnoSoft,Cloud Computing,31.11,505.09,18609.41,5.38,11.1,9,8.08
CloudX,E-Commerce,39.52,1201.4,16328.23,17.66,190.77,8,14.63
QuantumLeap,FinTech,31.82,859.97,22341.08,17.35,180.15,0,8.23
EcomNext,E-Commerce,11.99,121.51,23573.78,9.75,439.39,4,15.8
EcomNext,Cloud Computing,32.26,1149.48,32875.65,4.13,159.31,1,15.23
CloudX,Cloud Computing,23.17,280.14,30418.49,-0.12,283.66,6,1.87
QuantumLeap,Cybersecurity,7.08,644.03,3741.81,9.78,166.77,4,10.78
InnoSoft,FinTech,30.11,98.95,31870.28,19.9,174.07,10,8.63
AI Ventures,Cybersecurity,2.69,563.97,42004.02,-6.08,475.56,1,3.04
QuantumLeap,FinTech,33.42,616.04,36209.69,13.56,166.44,6,4.86
TechCorp,FinTech,33.37,314.56,37585.58,26.01,170.6,10,1.25
CloudX,Cybersecurity,34.44,579.19,32117.62,16.77,322.76,0,5.91
CloudX,Cloud Computing,11.35,372.25,44423.04,4.91,465.06,10,7.48
AI Ventures,Artificial Intelligence,14.05,680.84,6776.77,-6.08,376.7,9,13.8
QuantumLeap,FinTech,35.91,593.12,1305.68,29.12,92.04,1,13.83
AI Ventures,Cybersecurity,6.98,815.2,2536.4,9.67,143.45,6,6.72
AI Ventures,Artificial Intelligence,27.81,809.63,46259.16,-0.7,417.13,10,3.77
InnoSoft,Artificial Intelligence,36.56,1042.72,25049.59,15.11,58.15,6,14.03
AI Ventures,Cybersecurity,10.27,386.8,21620.38,18.04,77.26,4,4.18
CloudX,E-Commerce,6.63,112.28,46222.97,1.58,161.72,0,13.43
CloudX,Cybersecurity,31.39,412.97,30287.41,12.54,306.1,5,17.47
CloudX,Cloud Computing,26.77,1356.21,3761.0,2.29,160.43,4,12.17
AI Ventures,FinTech,20.95,1064.58,9925.04,12.92,387.95,3,5.97
QuantumLeap,FinTech,3.19,498.26,3028.61,-7.94,198.19,9,6.12
QuantumLeap,Artificial Intelligence,19.54,1374.04,2383.88,8.77,342.3,5,3.05
QuantumLeap,E-Commerce,2.7,240.84,38089.03,28.11,170.15,4,18.94
QuantumLeap,Artificial Intelligence,4.38,1438.17,48450.52,6.85,109.11,9,19.78
QuantumLeap,Artificial Intelligence,19.63,799.2,27959.29,16.74,172.07,1,17.44
EcomNext,FinTech,8.96,532.12,44940.64,4.15,308.58,5,1.0
AI Ventures,Cybersecurity,25.68,1182.99,47768.53,5.64,119.67,10,19.71
InnoSoft,E-Commerce,16.63,1323.07,34653.08,13.41,122.43,8,8.49
QuantumLeap,FinTech,5.47,1014.78,46418.01,-8.39,86.63,9,6.84
InnoSoft,Cloud Computing,7.08,695.91,7713.03,26.13,204.86,5,8.02
AI Ventures,Cloud Computing,4.84,336.53,49230.49,-9.58,433.34,0,4.47
EcomNext,Cybersecurity,6.27,1189.48,42798.4,18.24,398.82,9,11.45
EcomNext,FinTech,35.45,253.17,22084.33,17.96,18.46,8,11.9
TechCorp,FinTech,24.66,756.28,29552.08,17.78,307.77,10,2.46
QuantumLeap,E-Commerce,3.75,594.65,36486.45,-9.51,335.43,0,7.92
InnoSoft,Cloud Computing,7.7,847.82,29865.75,-9.6,269.22,4,9.55
AI Ventures,Cloud Computing,4.79,1015.39,18134.76,13.75,257.92,3,19.25
